Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_13160,USER_3995,95.03,Online,2023-08-25 15:44:00,32259.22,Laptop,New York,Travel,0,0,5,142.58,3,Discover,6,862.51,Password,0.3474,0,0
TXN_5662,USER_2798,267.7,Online,2023-12-23 22:40:00,986.62,Mobile,Mumbai,Travel,0,0,2,492.23,2,Mastercard,199,4412.79,OTP,0.8651,0,1
TXN_44310,USER_3553,286.32,Online,2023-08-30 16:26:00,18172.18,Mobile,London,Groceries,0,0,7,48.26,2,Amex,5,2007.17,Biometric,0.1165,0,0
TXN_34267,USER_6160,13.47,Online,2023-06-27 03:36:00,70152.64,Mobile,New York,Clothing,0,0,14,98.38,4,Discover,170,4209.04,PIN,0.1232,0,1
TXN_7955,USER_7310,90.22,Bank Transfer,2023-09-15 06:36:00,99000.68,Laptop,London,Restaurants,0,0,5,56.41,3,Mastercard,191,1605.24,OTP,0.82,0,0
TXN_12968,USER_3538,98.21,POS,2023-07-14 22:14:00,19981.39,Laptop,Mumbai,Travel,0,0,10,386.71,4,Mastercard,133,949.09,PIN,0.6082,0,1
TXN_49696,USER_5806,105.53,POS,2023-11-26 05:58:00,5498.36,Laptop,London,Clothing,0,0,3,489.24,3,Discover,41,3970.11,Biometric,0.1773,0,0
TXN_42655,USER_8264,151.79,Bank Transfer,2023-09-04 07:45:00,6994.46,Mobile,Mumbai,Electronics,0,0,5,372.72,3,Mastercard,90,2370.27,Biometric,0.1513,0,0
TXN_30691,USER_1088,24.89,ATM Withdrawal,2023-06-02 10:52:00,10131.4,Tablet,Tokyo,Clothing,0,0,7,152.8,3,Mastercard,221,2476.69,OTP,0.6888,1,0
TXN_61,USER_8629,14.85,Online,2023-06-29 20:22:00,46334.55,Mobile,London,Electronics,0,0,14,96.36,2,Mastercard,62,799.18,PIN,0.054,0,0
TXN_33594,USER_8453,14.99,Online,2023-03-26 19:39:00,73260.49,Mobile,Mumbai,Electronics,0,0,5,317.45,0,Visa,58,2225.6,OTP,0.4779,0,0
TXN_12909,USER_5681,211.21,Online,2023-12-07 22:04:00,45429.72,Laptop,Sydney,Clothing,0,0,3,411.75,3,Amex,82,1666.84,PIN,0.0592,1,0
TXN_27717,USER_6632,57.21,POS,2023-03-25 19:32:00,14383.0,Tablet,New York,Restaurants,0,1,10,357.98,3,Amex,11,32.55,Biometric,0.5892,0,0
TXN_10827,USER_8836,7.0,POS,2023-01-03 07:46:00,84504.93,Mobile,Sydney,Clothing,0,0,3,152.97,1,Discover,118,3288.0,OTP,0.8018,0,0
TXN_26231,USER_3510,41.94,Online,2023-06-27 09:15:00,64922.29,Mobile,Tokyo,Electronics,0,0,3,418.68,0,Discover,195,459.64,Biometric,0.6482,0,0
TXN_7779,USER_9855,36.15,POS,2023-11-04 02:47:00,44579.79,Mobile,Mumbai,Travel,0,0,4,438.03,1,Visa,204,3345.09,OTP,0.8642,1,1
TXN_40065,USER_5596,19.61,Bank Transfer,2023-07-28 08:14:00,1860.53,Mobile,London,Clothing,0,0,7,47.14,1,Visa,212,1871.92,Biometric,0.1306,1,0
TXN_10202,USER_3179,9.94,Online,2023-07-07 12:41:00,22811.25,Tablet,Mumbai,Clothing,0,0,3,474.05,4,Amex,188,3132.89,OTP,0.9298,0,1
TXN_1808,USER_8446,33.95,Online,2023-07-14 16:45:00,91873.38,Tablet,Mumbai,Groceries,0,0,1,151.05,4,Amex,63,906.9,PIN,0.6613,1,1
TXN_37577,USER_9809,119.1,Bank Transfer,2023-09-28 18:44:00,37442.59,Mobile,Tokyo,Groceries,0,0,2,433.8,3,Discover,166,2271.34,PIN,0.5258,0,0
TXN_42763,USER_7358,21.2,Bank Transfer,2023-05-16 18:06:00,55717.57,Mobile,Mumbai,Groceries,0,0,6,90.27,2,Discover,67,1781.97,Password,0.7533,0,0
TXN_22281,USER_7690,112.88,Bank Transfer,2023-03-02 15:28:00,92309.84,Tablet,New York,Clothing,0,0,14,214.61,4,Visa,183,3736.32,Biometric,0.4437,0,1
TXN_31942,USER_5393,93.88,ATM Withdrawal,2023-10-06 00:40:00,68236.76,Tablet,Sydney,Electronics,0,0,10,481.52,2,Amex,171,4112.89,Password,0.9696,1,1
TXN_41614,USER_3062,180.43,POS,2023-10-26 06:28:00,32267.97,Tablet,Tokyo,Groceries,0,1,7,99.87,1,Discover,201,1733.66,PIN,0.9461,0,1
TXN_10424,USER_6294,16.77,Online,2023-04-05 13:21:00,48243.47,Mobile,London,Clothing,1,0,2,82.9,0,Visa,202,91.21,Biometric,0.7077,0,0
TXN_13614,USER_4490,130.57,Online,2023-03-27 09:37:00,95067.09,Tablet,Tokyo,Clothing,0,0,4,168.34,0,Amex,74,1538.15,Password,0.5462,0,0
TXN_27269,USER_5646,42.21,Bank Transfer,2023-10-02 02:18:00,42947.75,Mobile,New York,Clothing,0,0,3,148.05,0,Mastercard,186,3916.29,Password,0.6886,1,0
TXN_8420,USER_4271,167.2,Bank Transfer,2023-12-27 04:28:00,79355.99,Tablet,Mumbai,Electronics,0,0,12,272.72,1,Discover,168,949.74,PIN,0.474,0,0
TXN_33890,USER_7404,93.47,ATM Withdrawal,2023-04-16 10:04:00,45765.4,Mobile,New York,Travel,0,0,3,133.21,1,Amex,84,2917.63,OTP,0.5071,1,0
TXN_32671,USER_3687,256.21,Bank Transfer,2023-04-10 05:16:00,1689.6,Laptop,New York,Clothing,0,1,7,56.33,1,Mastercard,90,615.36,Password,0.0996,1,0
TXN_10632,USER_7349,39.73,POS,2023-10-12 03:31:00,87724.59,Laptop,Mumbai,Clothing,0,0,11,388.12,1,Discover,145,4832.35,PIN,0.2422,0,0
TXN_30902,USER_9310,60.23,ATM Withdrawal,2023-05-19 00:31:00,3379.12,Laptop,London,Clothing,0,0,3,298.1,3,Visa,39,1954.91,PIN,0.1564,0,0
TXN_3489,USER_6059,30.39,POS,2023-10-14 06:29:00,75422.24,Tablet,Mumbai,Clothing,0,0,12,31.97,4,Amex,182,2287.96,OTP,0.7205,0,1
TXN_45940,USER_2287,152.04,Online,2023-08-03 15:44:00,34417.03,Laptop,New York,Clothing,0,0,3,149.96,4,Amex,129,4476.76,PIN,0.9689,0,1
TXN_13958,USER_2292,35.28,Online,2023-01-21 23:24:00,10165.23,Mobile,New York,Electronics,0,0,14,211.92,2,Amex,77,3257.93,OTP,0.5708,0,0
TXN_12203,USER_8333,24.91,ATM Withdrawal,2023-05-31 16:41:00,82762.45,Tablet,London,Travel,0,0,3,339.54,3,Mastercard,34,1375.61,PIN,0.3227,1,0
TXN_28964,USER_2781,13.11,Online,2023-02-24 04:28:00,93719.22,Mobile,London,Travel,0,0,5,215.7,1,Discover,113,1044.84,Password,0.991,1,1
TXN_25286,USER_9187,169.71,POS,2023-10-29 07:00:00,83828.26,Tablet,Mumbai,Restaurants,0,0,9,180.9,4,Amex,14,4165.5,Biometric,0.7195,0,1
TXN_9186,USER_5513,194.25,POS,2023-08-28 05:26:00,68569.32,Mobile,London,Travel,0,0,5,41.67,4,Visa,94,152.8,OTP,0.2532,0,1
TXN_17150,USER_9074,361.08,Bank Transfer,2023-08-17 15:21:00,56760.1,Tablet,London,Restaurants,0,0,7,463.47,4,Mastercard,118,3714.74,PIN,0.0992,0,1
TXN_43189,USER_3127,169.91,Bank Transfer,2023-07-14 13:04:00,51895.99,Mobile,London,Travel,0,1,11,363.94,1,Visa,184,3430.54,PIN,0.0664,1,0
TXN_15650,USER_4646,12.86,ATM Withdrawal,2023-09-13 02:27:00,7385.12,Mobile,Tokyo,Electronics,0,0,11,75.73,3,Discover,57,1270.5,OTP,0.6002,1,0
TXN_6658,USER_5700,4.52,Online,2023-11-01 13:57:00,25689.21,Tablet,Sydney,Clothing,0,0,12,233.87,3,Discover,222,1484.95,OTP,0.5491,0,0
TXN_28374,USER_3120,120.0,POS,2023-10-10 13:11:00,29579.78,Laptop,Sydney,Groceries,0,0,9,435.87,0,Discover,37,4783.41,PIN,0.7433,1,0
TXN_23879,USER_8022,119.57,POS,2023-11-13 16:30:00,46793.02,Mobile,Tokyo,Restaurants,0,1,11,200.18,2,Mastercard,225,3103.94,OTP,0.1058,1,0
TXN_45458,USER_1065,164.03,ATM Withdrawal,2023-04-13 01:11:00,60775.08,Tablet,New York,Travel,0,1,14,144.04,0,Mastercard,56,382.73,OTP,0.2598,1,0
TXN_35087,USER_3254,301.48,ATM Withdrawal,2023-10-19 01:08:00,98273.95,Tablet,New York,Travel,1,0,1,119.3,4,Discover,42,460.26,Biometric,0.0988,1,1
TXN_41987,USER_7642,94.9,Bank Transfer,2023-10-18 02:04:00,18387.44,Mobile,Mumbai,Restaurants,0,0,11,20.27,1,Amex,187,54.17,Biometric,0.855,1,1
TXN_32266,USER_6861,22.82,Online,2023-02-20 19:29:00,73261.12,Tablet,Sydney,Groceries,0,0,12,141.47,0,Amex,75,2444.72,PIN,0.8342,0,0
TXN_42973,USER_4493,150.43,Bank Transfer,2023-02-22 17:54:00,94037.04,Laptop,New York,Groceries,0,1,14,66.72,0,Amex,38,4952.49,Password,0.7729,1,0
TXN_1572,USER_8029,31.09,Online,2023-01-11 00:16:00,44403.01,Tablet,Mumbai,Restaurants,0,0,5,130.28,0,Amex,152,3415.92,PIN,0.5674,0,0
TXN_32569,USER_5921,121.95,Online,2023-11-02 19:52:00,45992.74,Laptop,Tokyo,Travel,0,0,1,479.19,1,Discover,174,3026.03,OTP,0.0537,0,0
TXN_35279,USER_6362,70.76,Bank Transfer,2023-12-08 00:11:00,60245.59,Mobile,Sydney,Clothing,0,0,6,393.77,0,Amex,133,2597.14,OTP,0.0491,0,0
TXN_46451,USER_2382,30.49,ATM Withdrawal,2023-10-26 08:02:00,41097.34,Mobile,Mumbai,Clothing,0,0,13,238.88,0,Visa,155,1582.88,Password,0.9292,1,1
TXN_16124,USER_9149,15.22,Online,2023-04-11 08:30:00,35343.54,Mobile,Sydney,Restaurants,0,1,8,342.51,2,Amex,109,3561.32,OTP,0.3729,0,0
TXN_13431,USER_6106,65.11,Bank Transfer,2023-06-04 12:52:00,33435.39,Mobile,New York,Groceries,0,0,10,132.58,4,Visa,17,555.97,Password,0.8756,0,1
TXN_6179,USER_1148,63.92,ATM Withdrawal,2023-10-02 12:45:00,44650.67,Mobile,Mumbai,Restaurants,0,0,8,496.99,2,Mastercard,106,609.21,Biometric,0.3044,0,0
TXN_32679,USER_9192,119.64,Bank Transfer,2023-05-03 05:51:00,19348.5,Tablet,Tokyo,Groceries,0,1,12,455.0,0,Amex,17,4938.32,PIN,0.5224,0,0
TXN_939,USER_6031,327.06,Bank Transfer,2023-11-03 22:33:00,16637.5,Laptop,Tokyo,Electronics,0,0,11,485.88,4,Discover,68,2977.1,OTP,0.2231,1,1
TXN_29188,USER_7173,126.1,Bank Transfer,2023-05-06 00:23:00,38413.72,Mobile,Tokyo,Travel,0,0,12,114.5,2,Mastercard,49,2822.22,OTP,0.1304,1,0
TXN_34755,USER_8724,138.46,Bank Transfer,2023-10-06 06:20:00,42284.76,Tablet,Sydney,Electronics,0,0,11,42.73,0,Visa,31,2490.49,Biometric,0.9847,0,1
TXN_49311,USER_9938,484.43,POS,2023-05-25 11:22:00,47743.49,Tablet,London,Restaurants,0,0,3,311.41,2,Discover,187,2974.63,OTP,0.6889,0,0
TXN_8825,USER_6353,140.42,Online,2023-07-14 22:29:00,7551.07,Tablet,Sydney,Restaurants,0,0,1,377.15,4,Mastercard,80,18.94,Password,0.9394,0,1
TXN_31072,USER_1401,0.46,Online,2023-04-11 02:10:00,99932.48,Mobile,London,Travel,1,0,8,101.57,4,Mastercard,139,3137.03,Biometric,0.3528,1,1
TXN_35210,USER_4240,125.94,Online,2023-06-21 13:38:00,16455.64,Tablet,London,Travel,0,0,2,261.04,2,Amex,67,3557.08,Biometric,0.738,0,0
TXN_15255,USER_1289,14.05,ATM Withdrawal,2023-10-06 05:29:00,55524.95,Tablet,Tokyo,Groceries,0,0,9,499.17,1,Discover,143,1907.49,OTP,0.4323,0,0
TXN_42004,USER_4372,126.71,ATM Withdrawal,2023-05-21 09:23:00,86054.5,Tablet,Sydney,Groceries,0,0,7,338.83,0,Amex,54,136.83,Biometric,0.5578,0,0
TXN_22853,USER_4723,202.34,ATM Withdrawal,2023-08-08 05:14:00,85342.18,Laptop,London,Travel,0,0,4,63.72,3,Visa,135,1061.11,Password,0.2839,0,0
TXN_46718,USER_6781,159.3,ATM Withdrawal,2023-12-05 04:51:00,25271.71,Tablet,Tokyo,Clothing,0,0,8,310.52,0,Visa,60,1273.19,OTP,0.6423,0,0
TXN_3460,USER_9933,150.15,ATM Withdrawal,2023-03-19 03:02:00,97215.12,Laptop,Tokyo,Restaurants,0,0,8,258.06,1,Mastercard,79,2736.38,PIN,0.4677,0,0
TXN_49939,USER_2878,122.75,ATM Withdrawal,2023-09-16 12:41:00,19028.06,Mobile,Sydney,Electronics,0,0,11,323.77,1,Visa,2,2151.23,Password,0.7219,1,0
TXN_6832,USER_4078,39.98,Bank Transfer,2023-05-13 20:06:00,44031.42,Tablet,Mumbai,Electronics,0,0,8,431.39,2,Amex,30,1336.0,OTP,0.682,0,0
TXN_33010,USER_6018,94.51,Bank Transfer,2023-01-12 15:13:00,86260.81,Laptop,London,Travel,0,0,11,356.6,1,Mastercard,194,3974.07,Password,0.8993,0,1
TXN_11306,USER_6419,22.46,Online,2023-10-26 14:23:00,4118.87,Laptop,New York,Restaurants,0,0,2,235.47,4,Discover,219,728.62,PIN,0.6342,0,1
TXN_48619,USER_2108,30.41,POS,2023-02-11 23:29:00,46163.26,Tablet,Sydney,Groceries,0,0,13,339.83,4,Mastercard,182,3926.02,PIN,0.1523,1,1
TXN_36073,USER_3455,29.87,Bank Transfer,2023-04-23 07:11:00,1173.42,Laptop,Sydney,Travel,0,0,13,181.37,4,Visa,224,4036.19,OTP,0.4922,0,1
TXN_28455,USER_2588,166.82,Bank Transfer,2023-08-09 12:04:00,50489.79,Tablet,Sydney,Restaurants,0,0,11,74.55,0,Amex,132,2014.99,Password,0.3855,0,0
TXN_27963,USER_5690,197.04,ATM Withdrawal,2023-11-27 15:37:00,49208.01,Tablet,London,Groceries,0,0,5,353.72,4,Discover,72,3621.8,Password,0.3239,0,1
TXN_34854,USER_6100,41.03,Bank Transfer,2023-12-07 02:02:00,98036.33,Mobile,New York,Travel,0,0,12,14.04,2,Visa,177,3542.6,OTP,0.2371,0,0
TXN_35412,USER_9691,153.23,Bank Transfer,2023-07-08 09:41:00,99014.88,Laptop,Tokyo,Travel,0,0,7,275.44,2,Mastercard,72,416.64,Biometric,0.8914,1,1
TXN_27700,USER_5255,40.99,Bank Transfer,2023-04-17 08:40:00,35748.81,Tablet,London,Groceries,0,0,11,22.41,3,Amex,80,2965.17,PIN,0.8996,1,1
TXN_38261,USER_8375,69.16,Bank Transfer,2023-01-08 04:55:00,12397.43,Laptop,Sydney,Travel,0,0,5,204.78,2,Mastercard,17,4309.79,Password,0.9071,1,1
TXN_41279,USER_1350,17.5,Bank Transfer,2023-05-01 09:37:00,38849.97,Tablet,Mumbai,Clothing,1,0,1,209.16,3,Amex,168,2802.32,PIN,0.2792,0,0
TXN_49225,USER_9958,26.36,POS,2023-01-03 21:22:00,88048.94,Mobile,Tokyo,Travel,0,0,10,52.13,2,Amex,159,4142.38,Password,0.6475,1,0
TXN_3021,USER_9682,42.37,ATM Withdrawal,2023-10-24 22:24:00,5308.8,Laptop,New York,Groceries,0,0,5,13.96,0,Discover,165,1744.08,OTP,0.8467,0,0
TXN_3220,USER_4854,137.74,ATM Withdrawal,2023-10-21 23:26:00,86467.53,Mobile,Tokyo,Groceries,1,0,12,415.28,0,Amex,93,1573.22,PIN,0.316,0,0
TXN_17937,USER_5604,4.13,POS,2023-12-27 04:17:00,34909.2,Laptop,London,Clothing,0,0,13,235.08,0,Mastercard,141,1174.03,Biometric,0.581,1,0
TXN_23712,USER_1912,12.8,ATM Withdrawal,2023-05-11 13:09:00,1617.86,Tablet,Mumbai,Travel,1,0,14,215.25,2,Visa,113,1997.18,Password,0.542,0,0
TXN_150,USER_8994,76.23,ATM Withdrawal,2023-01-19 22:44:00,56201.44,Tablet,Mumbai,Clothing,0,0,12,27.45,4,Discover,20,812.83,Biometric,0.6939,0,1
TXN_12613,USER_2844,60.16,Bank Transfer,2023-11-25 14:44:00,2837.5,Tablet,Sydney,Groceries,0,1,14,160.55,3,Mastercard,34,2777.05,Biometric,0.3749,0,0
TXN_18554,USER_2970,39.7,Bank Transfer,2023-04-30 00:31:00,70173.88,Tablet,Mumbai,Electronics,0,0,3,249.77,3,Amex,124,299.16,Password,0.4084,0,0
TXN_35927,USER_5426,46.05,POS,2023-12-03 21:52:00,24629.24,Laptop,Sydney,Restaurants,0,0,5,412.78,0,Mastercard,197,3836.7,OTP,0.8928,1,1
TXN_31350,USER_5135,107.71,Online,2023-04-13 15:07:00,84880.97,Laptop,London,Restaurants,0,0,1,168.19,2,Mastercard,127,209.74,OTP,0.355,1,0
TXN_46958,USER_4461,160.48,Online,2023-08-20 01:00:00,84933.69,Mobile,London,Electronics,0,0,12,347.46,3,Amex,81,3348.26,PIN,0.6568,1,0
TXN_42916,USER_8078,72.11,Online,2023-02-24 04:37:00,32404.67,Laptop,Tokyo,Groceries,0,0,5,374.5,3,Mastercard,13,4857.95,OTP,0.1243,1,0
TXN_4678,USER_7106,37.52,ATM Withdrawal,2023-10-15 14:51:00,33832.0,Tablet,Sydney,Travel,0,0,2,383.52,3,Visa,56,523.12,PIN,0.5069,1,0
TXN_31150,USER_6357,38.04,ATM Withdrawal,2023-05-09 12:02:00,52767.21,Tablet,Mumbai,Travel,0,0,1,414.13,0,Amex,8,3173.35,Biometric,0.479,1,0
TXN_48472,USER_4934,13.11,Online,2023-08-03 13:13:00,25678.42,Tablet,London,Groceries,1,0,9,128.12,4,Visa,194,3233.93,Biometric,0.3608,1,1
TXN_9731,USER_4957,45.44,Bank Transfer,2023-06-26 06:33:00,70682.87,Mobile,Mumbai,Groceries,0,0,12,434.2,4,Mastercard,34,1028.31,OTP,0.0016,0,1
TXN_36352,USER_6542,198.3,POS,2023-07-13 19:24:00,2404.15,Mobile,Mumbai,Groceries,0,0,1,259.71,4,Visa,210,4881.31,Password,0.3791,0,1
TXN_42834,USER_3883,306.52,ATM Withdrawal,2023-06-20 18:58:00,19468.97,Mobile,Mumbai,Clothing,0,0,13,42.3,0,Amex,187,3197.38,PIN,0.0343,0,0
TXN_26348,USER_1089,33.01,Online,2023-07-29 16:38:00,49531.66,Tablet,New York,Electronics,0,0,10,17.49,2,Mastercard,64,3851.88,PIN,0.8762,0,1
TXN_29573,USER_7330,54.05,Bank Transfer,2023-07-27 10:33:00,31560.06,Mobile,New York,Restaurants,0,0,5,284.92,2,Mastercard,133,515.22,PIN,0.0026,0,0
TXN_45329,USER_6913,29.07,ATM Withdrawal,2023-06-10 12:48:00,51818.66,Mobile,Mumbai,Groceries,0,0,6,308.6,4,Discover,105,336.62,PIN,0.7149,0,1
TXN_3929,USER_8185,29.05,ATM Withdrawal,2023-04-08 03:25:00,2984.28,Tablet,Mumbai,Groceries,0,0,10,225.39,4,Mastercard,37,4367.01,Biometric,0.126,0,1
TXN_18455,USER_8363,83.05,Online,2023-07-17 13:31:00,9662.28,Mobile,Mumbai,Electronics,0,0,4,125.95,2,Visa,187,885.57,OTP,0.3954,0,0
TXN_19451,USER_8196,25.63,POS,2023-12-11 14:33:00,31576.01,Tablet,London,Electronics,0,0,7,374.73,4,Mastercard,42,4733.04,Biometric,0.6676,0,1
TXN_3298,USER_9160,12.57,Bank Transfer,2023-09-14 23:41:00,46572.87,Laptop,New York,Travel,0,1,3,303.94,3,Discover,165,4371.97,OTP,0.5241,0,0
TXN_40426,USER_9379,40.55,ATM Withdrawal,2023-08-23 21:55:00,7361.54,Laptop,London,Travel,0,0,9,459.82,3,Mastercard,79,2588.55,Password,0.0612,0,0
TXN_43438,USER_5023,38.48,POS,2023-06-05 11:11:00,1534.82,Tablet,New York,Restaurants,0,0,8,281.24,2,Visa,92,2334.77,Password,0.6281,1,0
TXN_1489,USER_1514,71.03,Bank Transfer,2023-03-23 13:18:00,3114.11,Tablet,Sydney,Groceries,0,0,9,186.52,2,Visa,62,1406.39,Biometric,0.6676,0,0
TXN_34590,USER_4923,172.57,POS,2023-02-22 05:25:00,63243.86,Tablet,Sydney,Electronics,0,0,14,382.85,1,Discover,20,620.34,Biometric,0.065,0,0
TXN_28459,USER_9192,15.66,Bank Transfer,2023-02-18 08:28:00,27270.58,Laptop,Sydney,Clothing,0,0,7,273.48,3,Amex,56,4782.02,Password,0.585,0,0
TXN_31611,USER_7026,213.72,Bank Transfer,2023-08-10 01:35:00,81172.68,Tablet,Tokyo,Electronics,0,0,9,50.6,2,Visa,178,2180.86,PIN,0.9101,0,1
TXN_46538,USER_7599,2.31,ATM Withdrawal,2023-12-26 13:08:00,44693.36,Laptop,London,Electronics,0,0,9,474.44,4,Amex,131,648.22,Password,0.7395,0,1
TXN_21750,USER_9516,27.95,Online,2023-08-11 16:12:00,65145.48,Laptop,Sydney,Restaurants,0,0,12,102.83,1,Visa,121,2785.46,OTP,0.0349,0,0
TXN_10881,USER_4154,32.91,ATM Withdrawal,2023-11-14 14:17:00,61597.67,Tablet,Mumbai,Restaurants,0,0,14,328.56,2,Visa,218,289.66,Biometric,0.6231,1,0
TXN_14673,USER_8184,19.73,POS,2023-12-01 05:51:00,47328.25,Mobile,New York,Restaurants,0,0,4,223.12,2,Visa,68,462.43,OTP,0.8966,1,1
TXN_8478,USER_6484,3.6,Bank Transfer,2023-12-05 22:24:00,35782.57,Laptop,Sydney,Travel,0,1,12,172.2,4,Amex,98,277.39,Password,0.0619,1,1
TXN_27545,USER_3594,92.4,Bank Transfer,2023-07-22 06:52:00,32066.76,Tablet,New York,Clothing,0,0,14,385.8,2,Amex,94,4993.97,Biometric,0.3456,0,0
TXN_33254,USER_8166,48.45,Bank Transfer,2023-02-19 15:23:00,44893.1,Tablet,London,Restaurants,0,0,13,438.35,4,Visa,114,871.82,Password,0.9692,0,1
TXN_32423,USER_7571,22.67,POS,2023-01-16 13:22:00,14661.54,Mobile,Mumbai,Electronics,0,0,14,338.13,0,Discover,38,1839.61,Biometric,0.3263,1,0
TXN_36418,USER_4607,72.64,POS,2023-05-13 13:40:00,26710.28,Tablet,New York,Restaurants,0,0,7,164.08,4,Amex,172,2214.25,Biometric,0.0591,0,1
TXN_31165,USER_9793,37.16,Online,2023-03-17 12:02:00,92316.66,Laptop,Mumbai,Travel,0,1,2,483.8,2,Amex,41,2204.52,Password,0.6473,1,0
TXN_37800,USER_4475,151.74,Online,2023-06-02 22:07:00,73569.09,Laptop,London,Clothing,0,0,7,73.39,1,Amex,170,2589.93,OTP,0.6615,0,0
TXN_20532,USER_8760,58.27,Online,2023-12-20 09:29:00,49884.38,Laptop,London,Electronics,0,0,8,408.26,2,Visa,1,4017.08,PIN,0.6069,1,0
TXN_33936,USER_8190,49.51,Bank Transfer,2023-10-25 06:43:00,24407.66,Laptop,London,Travel,1,0,14,384.46,3,Mastercard,110,1588.3,Password,0.0665,0,0
TXN_22468,USER_7691,1.35,Bank Transfer,2023-01-13 17:39:00,80181.35,Mobile,New York,Electronics,0,0,13,249.33,2,Amex,150,1924.3,Password,0.2724,1,0
TXN_20916,USER_8456,7.39,POS,2023-09-26 01:02:00,18683.21,Mobile,Sydney,Electronics,0,0,4,249.2,4,Discover,179,37.49,PIN,0.6628,0,1
TXN_46457,USER_7602,319.34,ATM Withdrawal,2023-11-22 05:35:00,77206.53,Laptop,London,Electronics,0,0,2,455.05,2,Amex,211,4831.92,Password,0.4898,0,0
TXN_47693,USER_1032,12.28,Bank Transfer,2023-07-03 03:15:00,15570.61,Tablet,New York,Electronics,0,0,9,35.29,3,Discover,119,256.38,PIN,0.837,0,0
TXN_283,USER_1190,8.77,Online,2023-06-28 00:54:00,55368.2,Laptop,London,Restaurants,0,0,11,94.15,2,Discover,81,1938.79,PIN,0.6705,1,0
TXN_9410,USER_3429,21.81,Bank Transfer,2023-07-14 02:39:00,83695.46,Tablet,London,Electronics,0,0,1,250.44,1,Amex,142,2716.66,PIN,0.9629,1,1
TXN_5070,USER_1687,19.81,POS,2023-04-13 12:24:00,32689.87,Laptop,London,Clothing,0,0,13,92.58,3,Visa,154,4274.01,Password,0.4407,0,0
TXN_45662,USER_5008,19.7,Bank Transfer,2023-05-15 11:43:00,73030.23,Mobile,London,Electronics,0,1,4,194.55,2,Amex,69,2515.79,Password,0.3829,0,0
TXN_40845,USER_4387,42.0,Online,2023-12-01 11:24:00,48575.78,Tablet,London,Restaurants,0,0,1,351.49,3,Amex,64,850.35,OTP,0.4406,0,0
TXN_23542,USER_6059,60.2,Online,2023-11-14 05:21:00,23445.53,Tablet,New York,Restaurants,0,0,5,326.02,4,Amex,124,3662.76,OTP,0.8828,1,1
TXN_3633,USER_8291,139.7,Online,2023-05-20 08:46:00,2945.02,Mobile,Mumbai,Travel,0,0,3,450.69,4,Visa,209,4609.06,Biometric,0.7643,0,1
TXN_30494,USER_2332,8.11,ATM Withdrawal,2023-12-19 09:05:00,20739.27,Tablet,Mumbai,Clothing,0,0,1,190.38,3,Amex,30,1012.8,Biometric,0.5206,1,0
TXN_35042,USER_5714,3.2,Bank Transfer,2023-09-19 05:43:00,48647.46,Tablet,Mumbai,Electronics,0,0,2,449.53,2,Discover,128,4746.15,PIN,0.2697,0,0
TXN_28958,USER_4530,51.03,POS,2023-08-12 06:21:00,28653.56,Tablet,London,Travel,0,0,4,396.47,4,Discover,140,2248.71,Biometric,0.7888,1,1
TXN_46491,USER_8303,16.75,POS,2023-04-19 04:35:00,47563.79,Tablet,Mumbai,Clothing,0,0,13,76.0,2,Mastercard,122,903.96,PIN,0.8695,1,1
TXN_9501,USER_8391,242.79,Bank Transfer,2023-05-09 11:46:00,92437.86,Tablet,Tokyo,Electronics,0,0,12,187.96,1,Discover,138,3164.48,OTP,0.3609,1,0
TXN_8642,USER_1731,31.01,Bank Transfer,2023-03-09 07:38:00,5468.99,Laptop,Sydney,Groceries,0,0,5,200.33,4,Mastercard,132,4759.07,PIN,0.1507,0,1
TXN_37786,USER_2291,114.76,POS,2023-03-28 05:09:00,43774.83,Tablet,Tokyo,Groceries,0,0,9,265.86,4,Amex,51,137.86,OTP,0.1953,1,1
TXN_34861,USER_8430,194.3,ATM Withdrawal,2023-05-25 23:30:00,98396.93,Mobile,Sydney,Clothing,0,0,1,56.83,1,Discover,80,1492.32,Password,0.8344,0,0
TXN_12088,USER_2281,31.79,Online,2023-08-09 13:09:00,10700.67,Tablet,Mumbai,Electronics,0,0,5,137.6,3,Discover,168,4293.39,Biometric,0.4627,0,0
TXN_33903,USER_6448,39.6,Bank Transfer,2023-01-03 19:55:00,39938.61,Laptop,London,Electronics,0,0,3,320.48,2,Amex,61,1005.0,PIN,0.8546,0,1
TXN_9011,USER_6435,187.46,POS,2023-04-25 21:54:00,70009.65,Laptop,New York,Groceries,0,0,13,305.17,2,Discover,6,511.47,PIN,0.5311,1,0
TXN_16382,USER_8271,0.37,POS,2023-11-18 18:23:00,46471.57,Mobile,London,Electronics,0,1,12,479.68,3,Mastercard,200,1196.59,OTP,0.0575,1,0
TXN_4036,USER_2504,288.44,Bank Transfer,2023-05-15 09:54:00,69612.77,Laptop,Mumbai,Clothing,0,0,5,364.43,0,Visa,161,2474.12,Password,0.8119,1,0
